VerseID,VerseRefID
81,15187
81,24056
81,22096
81,16542
81,13975
81,13328
81,23729
81,19486
81,29562
81,25520
81,12893
81,12871
81,26046
81,9873
81,2053
81,10204
81,14902
81,25653
81,8480
81,14650
81,21839
81,17335
81,268
81,1042
81,32
81,23764
81,660
81,28024
81,19825
81,10308
81,10387
81,22452
81,2197
81,5139
81,5812
81,11213
81,3283
81,4418
81,6756
81,25027
81,10254
81,19777
81,18616
81,26951
81,300
81,27309
81,694
81,28365
81,29253
81,18535
81,28190
81,5568
81,22822
81,18868
81,22313
81,15850
107,17431
107,29519
107,32
107,29274
107,17525
107,23146
107,30214
107,29965
107,1
107,10254
107,236
107,25027
107,28843
107,28602
107,139
107,24590
107,27525
107,23764
107,23105
107,13183
107,14082
107,28049
107,28720
107,13463
107,26122
107,14693
107,13205
107,29231
107,81
107,24895
107,207
107,16307
107,16123
107,268
107,8358
107,15380
107,57
107,20851
107,17477
107,13559
107,5710
107,15328
107,14650
107,30107
107,30674
107,3526
107,22650
107,399
107,29306
107,22622
107,593
107,15850
107,10100
107,28118
107,14757
107,28489
107,1949
107,5613
107,22397
107,29572
107,28900
107,22284
107,30542
107,15286
107,29467
107,14094
107,30174
107,29605
107,14275
107,8772
107,27218
107,1453
107,5055
107,16128
107,29544
107,5274
107,9553
107,23171
107,1085
107,25937
107,1254
107,19693
107,161
107,18725
107,20733
107,30502
107,23959
107,25653
107,30426
139,1
139,18868
139,23105
139,28489
139,1151
139,28157
139,15235
139,12239
139,5292
139,57
139,729
139,12673
139,30502
139,593
139,28900
139,8261
139,13590
139,2498
139,1603
139,26383
139,30552
139,6462
139,5113
139,81
139,19228
139,15115
139,30674
139,29164
139,26122
139,4026
139,27118
139,17741
139,28118
139,29623
139,30426
139,12513
139,268
139,4940
139,4977
139,4077
139,8582
139,4196
139,7620
139,13205
139,19029
139,426
139,29925
139,19359
139,20606
139,14082
139,17477
139,24465
139,27993
139,14721
139,5681
139,320
139,27932
139,23635
139,29231
139,16542
139,185
139,17431
139,30268
139,4418
139,23122
139,5760
139,22560
139,5055
139,10936
139,15653
139,22242
139,29997
139,15456
139,15900
139,21282
139,15788
139,19574
139,18616
139,15219
139,7562
139,22313
139,29274
139,28211
139,25733
139,19386
139,30046
139,8694
139,2440
139,14243
139,16658
139,14452
139,19251
139,22789
139,16842
139,22135
139,28024
139,2475
139,16457
139,28720
139,30016
139,16604
139,16322
139,29811
139,459
139,16721
139,29910
139,29059
139,24895
139,19693
139,15261
139,29104
139,27261
139,16492
139,12871
139,30401
139,107
139,20733
139,236
139,399
139,11706
139,22750
139,161
139,13130
139,8818
139,11492
139,32
139,25937
139,24975
139,30174
139,29423
139,1453
139,11935
139,22733
139,14061
139,21159
139,18823
139,16265
139,19091
139,14734
139,27964
139,25027
139,14368
139,16809
139,13391
139,13652
139,207
139,30448
139,30524
139,20214
139,1475
139,20579
139,22483
139,1556
139,23959
139,25653
139,21554
139,25520
139,8159
139,9758
139,21528
139,3526
139,15701
139,28070
139,14310
139,28049
139,22154
139,21315
139,18725
139,20548
139,1891
139,22497
139,20565
139,15428
139,18675
139,18132
139,14440
139,26212
139,23284
139,15573
139,13795
139,16198
139,14412
139,16353
139,13866
139,26097
139,2709
139,5242
139,26701
139,30626
139,23318
161,23959
161,30502
161,16658
161,16774
161,22807
161,14368
161,30426
161,15397
161,25653
161,12953
161,139
161,26951
161,20624
161,29393
161,18132
161,30174
161,16690
161,16903
161,17709
161,21601
161,5292
161,185
161,2979
161,2999
161,27261
161,22412
161,13771
161,13738
161,797
161,14937
161,30748
161,13506
161,32
161,13391
161,2440
161,26097
161,25247
161,2666
161,30032
161,15900
161,26632
161,26383
161,2709
161,23194
161,107
161,30046
161,17017
161,29519
161,18899
161,17886
161,29104
161,19155
161,13795
161,21102
161,23122
161,29623
161,15115
161,20214
161,1
161,9709
161,16604
161,22497
161,19060
161,15050
161,18097
161,2179
161,5159
161,23211
161,5188
161,9389
161,236
161,207
161,10254
161,14616
161,16457
161,5812
161,26483
161,25520
161,9605
161,24010
161,30376
161,15573
161,1891
161,13130
161,30524
161,19004
161,19029
161,28118
161,22293
161,19251
161,22789
161,22135
161,22313
161,20733
185,16224
185,12673
185,459
185,22570
185,14440
185,28118
185,4377
185,1891
185,7214
185,832
185,22483
185,30956
185,1556
185,15653
185,13183
185,16198
185,15573
185,22770
185,30995
185,17115
185,16153
185,22550
185,13771
185,23347
185,161
185,13795
185,16604
185,18354
185,10063
185,20214
185,139
185,21907
185,9319
185,16353
185,2999
185,23419
185,26728
185,5613
185,15850
185,23461
185,18823
185,20579
185,14527
185,18132
185,17809
185,12495
185,22924
185,28190
185,30356
185,14287
185,22750
185,32
185,18120
185,16142
185,18219
185,5912
185,21990
185,27485
185,16083
185,23001
185,5895
185,15397
185,15701
185,207
185,19693
185,1
185,16307
185,30243
185,320
185,1013
185,81
185,2747
185,2053
185,30401
185,2179
185,300
185,28247
185,549
185,1779
185,962
185,694
185,18725
185,16956
185,30268
185,14693
185,107
185,29444
185,3526
185,30339
185,23635
185,18713
185,2338
185,22425
185,27932
185,26122
185,30524
185,27993
185,19386
185,19359
185,18616
185,29231
185,18601
185,18899
185,28826
185,14781
185,19155
185,57
185,17431
185,13205
185,29306
185,20897
185,30626
185,1360
185,19060
185,15050
185,2498
185,19777
207,32
207,185
207,18675
207,1
207,16128
207,15805
207,236
207,593
207,12953
207,3526
207,14014
207,30321
207,22107
207,1013
207,21315
207,15573
207,28569
207,28282
207,29496
207,5242
207,5292
207,2999
207,3371
207,27261
207,29749
207,27444
207,7510
207,3237
207,2780
207,5321
207,2881
207,3283
207,2079
207,5449
207,81
207,2053
207,14023
207,27525
207,23920
207,4847
207,30910
207,14693
207,8772
207,107
207,28268
207,24056
207,2115
207,3448
207,18725
207,139
207,27932
207,549
207,399
207,19777
207,19693
207,13795
207,14440
207,13890
207,16322
207,22570
207,30524
207,161
207,1818
207,1869
207,5871
207,28602
207,30863
207,20466
207,30770
207,15653
207,24895
207,20764
207,5113
207,12513
207,8987
207,19295
207,2295
207,15328
207,30243
207,19733
207,8655
207,18742
207,10254
207,5613
207,17081
207,57
207,17399
207,5429
207,28542
207,16721
207,18166
207,16658
207,30748
207,17431
207,22750
207,29910
207,29164
207,16956
207,459
207,17046
207,25866
207,14527
207,14973
207,8024
207,17253
207,22512
207,14412
207,28667
207,29190
207,17115
207,23729
207,29765
207,30401
207,30448
207,6039
207,6511
207,11348
207,24010
207,1475
207,26383
207,9053
207,5587
207,300
207,30174
207,28157
207,16307
207,729
207,5812
207,25027
207,29231
207,28305
207,23091
207,28211
207,29253
207,17886
207,15380
207,268
236,107
236,207
236,139
236,23146
236,32
236,18924
236,21427
236,21450
236,21123
236,10254
236,31040
236,20214
236,18079
236,4448
236,22038
236,15002
236,18967
236,18482
236,18638
236,18675
236,18097
236,19536
236,18802
236,18453
236,18422
236,268
236,18823
236,22807
236,15653
236,15608
236,17886
236,20047
236,15115
236,10387
236,9081
236,18037
236,22635
236,11766
236,20710
236,729
236,19338
236,320
236,660
236,22666
236,14712
236,18414
236,22938
236,338
236,22622
236,21739
236,17852
236,20168
236,22452
236,18354
236,15243
236,22686
236,10063
236,22701
236,22533
236,21250
236,22560
236,22284
236,12112
236,22714
236,21206
236,22497
236,20075
236,20012
236,4940
236,362
236,1581
236,6132
236,1475
236,2498
236,775
236,8261
236,4818
236,573
236,6109
236,6511
236,8694
236,23001
236,982
236,21681
236,6295
236,11455
236,9985
236,8211
236,5760
236,6189
236,497
236,694
236,22242
236,426
236,459
236,6951
236,26951
236,20129
236,9927
236,12871
236,18054
236,4418
236,25027
236,27525
236,13391
236,10577
236,9482
236,9053
236,14599
236,13506
236,10617
236,17908
236,7562
268,18006
268,22822
268,26951
268,338
268,236
268,21739
268,320
268,22938
268,17886
268,30339
268,1634
268,1556
268,22714
268,16402
268,17741
268,1534
268,30135
268,29997
268,18899
268,17831
268,8288
268,18453
268,30356
268,17335
268,14852
268,8211
268,26212
268,16658
268,5006
268,14650
268,21839
268,15413
268,4894
268,5159
268,139
268,24895
268,26122
268,426
268,30016
268,1581
268,2028
268,14061
268,14368
268,19486
268,27525
268,207
268,17515
268,9343
268,13947
268,57
268,6813
268,185
268,14734
268,5613
268,12953
268,1
268,17771
268,28680
268,13130
268,1254
268,19060
268,1475
268,5760
268,20168
268,17908
268,10254
268,25027
268,16307
268,16123
268,16128
268,107
268,4448
268,6478
268,549
268,300
268,797
268,459
268,30502
268,27118
268,12513
268,362
268,497
268,399
268,593
268,515
268,7214
268,383
268,832
268,6886
268,15815
268,660
268,729
268,30174
300,28900
300,268
300,362
300,14599
300,27118
300,6478
300,30174
300,12513
300,21282
300,30995
300,25555
300,18453
300,18675
300,22666
300,320
300,4110
300,729
300,399
300,4448
300,8182
300,775
300,1013
300,29104
300,28024
300,338
300,593
300,549
300,694
300,1534
300,5568
300,459
300,2440
300,1388
300,426
300,8719
300,8818
300,29208
300,24010
300,29519
300,15002
300,2146
300,28365
300,832
300,1151
300,26998
300,30812
300,236
300,962
300,5210
300,6756
300,6696
300,9153
300,982
300,6374
300,26158
300,4894
300,4720
300,2475
300,185
300,5710
300,15608
300,5088
300,930
300,1657
300,28157
300,29133
300,6004
300,26951
300,6295
300,17852
300,5978
300,28190
300,12590
300,15850
300,22313
300,515
300,81
300,1422
300,8582
300,9709
300,7129
300,19295
300,9729
300,9319
300,1254
300,27416
300,26728
300,14390
300,9605
300,1292
300,9676
300,15701
300,797
300,8261
300,16986
300,7932
300,497
300,30542
300,23419
300,17226
300,28070
300,24056
300,19359
300,18767
300,29083
300,27993
300,16343
300,20851
300,26383
300,23236
300,139
300,57
300,30243
300,1556
300,22180
300,16542
300,19536
300,1197
300,12726
300,20047
300,21250
300,1174
300,10026
300,16307
300,12871
300,13924
300,10936
300,10822
300,13685
300,1326
300,7510
300,875
300,2001
300,7969
320,497
320,300
320,7932
320,8694
320,515
320,6066
320,6295
320,7242
320,12871
320,694
320,15805
320,16658
320,5139
320,593
320,16457
320,13391
320,23284
320,29749
320,14862
320,19637
320,15701
320,81
320,22822
320,15850
320,18788
320,1013
320,15261
320,14275
320,14557
320,16322
320,29339
320,28365
320,660
320,20129
320,1042
320,25461
320,29790
320,17399
320,362
320,29393
320,30339
320,29544
320,236
320,28412
320,29164
320,1556
320,29925
320,982
320,30401
320,12384
320,29605
320,30321
320,27118
320,30552
320,28247
320,16809
320,30605
320,29274
320,16956
320,23236
320,30448
320,30243
320,30426
320,30581
320,30214
320,28469
320,16171
320,1360
320,30481
320,30376
320,268
320,16076
320,338
320,21232
320,32
320,139
320,8936
320,21159
320,17962
320,20082
320,18675
320,5841
320,4720
320,22313
320,57
320,459
320,15900
320,14094
320,30135
320,17171
320,30502
320,28720
320,27932
320,426
320,1121
320,23381
320,17709
320,17656
320,26442
320,10121
320,19486
320,30674
320,20764
320,23461
320,7562
320,30016
320,18823
320,4977
320,18638
320,775
320,5568
320,14452
320,2475
320,18868
320,4818
320,1453
320,15608
320,11589
320,12513
320,399
320,4894
320,6656
320,1388
320,930
320,4418
320,18616
320,11111
320,19777
320,8818
320,30812
320,28024
320,10936
320,2440
320,8846
320,1534
320,30174
320,549
320,11525
320,4077
320,29718
320,6189
320,573
320,1085
320,185
338,21250
338,20129
338,22938
338,17886
338,18054
338,18037
338,236
338,21739
338,268
338,19536
338,18354
338,5841
338,22242
338,320
338,5681
338,17656
338,17962
338,7487
338,12590
338,459
338,20082
338,15701
338,5895
338,4977
338,4818
338,207
338,20827
338,6156
338,17985
338,15115
338,8655
338,4940
338,15653
338,10776
338,10387
338,15608
338,10675
338,8134
338,6132
338,4894
338,362
338,383
338,10254
338,1042
338,22770
338,515
338,4077
338,4061
338,3990
338,7932
338,1985
338,4448
338,4313
338,7562
338,6204
338,4110
338,497
338,11589
338,7980
338,18097
338,6004
338,15243
338,5613
338,300
338,30995
338,29790
338,30748
338,13053
338,4196
338,18967
338,1292
338,1197
338,1174
338,1556
338,7299
338,12871
338,28991
338,4342
338,29393
338,22533
338,1151
338,426
338,18453
338,14902
338,17081
338,399
338,14599
338,17335
338,30552
338,573
338,29190
338,16875
338,6995
338,7056
338,27218
338,5321
338,15805
338,9251
338,7678
338,16774
338,8480
338,16927
338,6831
338,30066
338,30032
338,14670
338,15788
338,14770
338,27485
338,24056
338,22650
338,13997
338,15083
338,8051
338,30046
338,7174
338,27118
338,23461
338,24590
338,729
338,29208
338,15832
338,3825
338,1453
338,25365
338,14243
338,1422
338,1475
338,12551
338,593
338,11856
338,22412
338,6066
338,23122
338,25690
338,14573
338,12673
338,3572
338,5292
338,28305
338,15002
338,775
338,16307
338,5242
338,30376
338,4579
338,21839
338,5760
338,30863
338,22083
338,1657
338,22857
338,18767
338,30243
338,9649
338,12836
338,9186
338,29024
338,23318
338,28542
338,29765
338,28268
338,16457
362,18453
362,694
362,31055
362,515
362,27261
362,24895
362,15397
362,23347
362,20466
362,4061
362,30243
362,29965
362,1891
362,18507
362,14287
362,18535
362,20657
362,7393
362,5812
362,13975
362,15261
362,15900
362,1388
362,11145
362,14120
362,24197
362,20356
362,17253
362,16690
362,7151
362,28412
362,22017
362,5730
362,13959
362,30699
362,25461
362,20504
362,14094
362,23419
362,18322
362,16288
362,14781
362,18675
362,593
362,832
362,27118
362,16875
362,660
362,18755
362,7214
362,1326
362,1292
362,1151
362,16749
362,16123
362,300
362,17226
362,320
362,30135
362,338
362,17335
362,19251
362,8428
362,29940
362,399
362,8182
362,11877
362,29133
362,28024
362,30174
362,383
362,16353
362,19777
362,11111
362,549
362,4894
362,5188
362,775
362,2440
362,28157
362,30295
362,28879
362,29104
362,15653
362,15608
362,268
362,12513
362,15286
362,7510
362,10100
362,17784
362,6656
362,2955
362,2747
362,17962
362,3113
362,2780
362,3046
362,14670
362,24975
362,19803
362,29829
362,20827
362,23541
362,12932
362,13967
362,32
362,27218
362,13652
362,27628
362,7907
362,3283
362,1634
362,2146
362,1534
362,2115
362,1818
362,14693
362,5210
362,5088
362,1581
362,5113
362,16177
362,7462
362,1687
362,1657
362,6478
362,5006
362,15115
362,14452
362,1508
362,4556
362,11935
362,1475
362,23874
362,573
362,12953
362,1013
362,17525
362,19155
362,18767
362,22083
362,30046
362,4313
362,11166
362,17419
362,13924
362,10985
362,6547
362,27364
362,9453
362,22938
362,23920
362,30524
362,29572
362,21963
362,8604
362,18856
362,10936
362,6886
362,19228
362,19733
362,5841
362,8846
362,4818
362,5853
362,2498
362,10430
362,18742
362,11366
362,6204
362,8211
362,8655
362,6132
362,19693
362,18153
362,6323
362,207
362,4448
362,17985
362,2475
362,236
383,24895
383,660
383,268
383,6886
383,362
383,300
383,29133
383,515
383,16123
383,832
383,497
383,57
383,426
383,399
383,2079
383,7192
383,1013
383,930
383,9110
383,775
383,8134
383,7026
383,17253
383,28667
383,28435
383,8159
383,7214
383,14412
383,11679
383,875
383,25365
383,14568
383,13997
383,7841
383,1634
383,320
383,593
383,16774
383,19897
383,12893
383,1556
383,17226
383,16809
383,17495
383,30426
383,17171
383,15653
383,1922
383,7562
383,549
383,7907
383,29790
383,81
383,18967
383,29339
383,29306
383,30401
383,29910
383,30467
383,26046
383,1581
383,23122
383,6656
383,22901
383,27118
383,18868
383,15243
383,6547
383,22254
383,1453
383,797
383,13795
383,14206
383,17784
383,23146
383,1197
383,13836
383,13110
383,729
383,16519
383,2475
383,16241
383,2498
383,4077
383,338
383,10254
383,1085
399,8818
399,5188
399,18392
399,8772
399,23764
399,1453
399,13110
399,30066
399,300
399,23236
399,8987
399,1657
399,24895
399,4026
399,27736
399,426
399,29253
399,5386
399,10100
399,15832
399,1013
399,12871
399,383
399,107
399,139
399,29444
399,21839
399,27771
399,775
399,19733
399,22650
399,15850
399,30214
399,320
399,549
399,207
399,362
399,15608
399,29104
399,4110
399,30699
399,4196
399,9343
399,6886
399,20504
399,21963
399,1581
399,20624
399,5936
399,20466
399,2955
399,23702
399,22017
399,930
399,28024
399,3606
399,4491
399,1042
399,660
399,19486
399,12513
399,4077
399,18856
399,8288
399,23146
399,26046
399,18899
399,30719
399,19424
399,12112
399,15219
399,3526
399,28157
399,26951
399,30094
399,24590
399,30174
399,23874
399,694
399,2028
399,22666
399,21159
399,29231
399,5681
399,5568
399,5760
399,5006
399,3203
399,2079
399,15551
399,5292
399,30107
399,4473
399,8655
399,2422
399,573
399,2709
399,14253
399,18755
399,29190
399,1818
399,28489
399,19177
399,1603
399,27993
399,29423
399,27118
399,982
399,29164
399,29496
399,19029
399,5710
399,26330
399,27964
399,7678
399,8083
399,24975
399,515
399,3046
399,12384
399,1085
399,23729
399,1151
399,338
399,18281
399,28602
399,2384
399,4155
399,19693
399,2881
399,3253
399,3283
399,14734
399,18097
399,19228
399,593
399,1
399,18638
399,29133
399,30426
399,26383
399,10936
399,5978
399,5159
399,30874
399,30781
399,23171
399,14544
399,81
399,13967
399,18802
399,9605
399,13183
399,26925
399,1388
399,1556
399,26483
399,6656
399,2053
399,5055
399,4061
399,17171
399,27485
399,17477
399,15900
426,1453
426,399
426,362
426,1603
426,27118
426,320
426,11196
426,694
426,300
426,338
426,30448
426,1292
426,459
426,9553
426,30243
426,1326
426,930
426,7151
426,28247
426,6886
426,5936
426,573
426,962
426,593
426,26632
426,29765
426,25197
426,7863
426,15573
426,23284
426,7026
426,17709
426,6656
426,29164
426,18261
426,25365
426,23541
426,27485
426,25590
426,23091
426,22452
426,23874
426,30748
426,25993
426,12626
426,5760
426,25653
426,26582
426,27261
426,25461
426,6625
426,29910
426,875
426,81
426,9605
426,29133
426,28157
426,515
426,383
426,24895
426,549
426,28024
426,30174
426,3170
426,16117
426,29306
426,30426
426,26097
426,15380
426,13924
426,4026
426,22666
426,23599
426,29423
426,5710
426,25247
426,23764
426,9709
426,24590
426,29444
426,7510
426,19733
426,15456
426,15428
426,23194
426,22978
426,13738
426,29253
426,5113
426,16721
426,29519
426,14573
426,30542
426,26787
426,17198
426,27993
426,29274
426,12893
426,24262
426,27628
426,27666
426,28305
426,30660
426,27444
426,14253
426,22397
426,11589
426,26701
426,30295
426,29104
426,15002
426,26998
426,29208
426,7242
426,29811
426,13941
426,26900
426,27857
426,26483
426,14061
426,29855
426,29829
426,11145
426,5088
426,8182
426,6478
426,29339
426,29733
426,5006
426,17017
426,18392
426,14390
426,15115
426,16542
426,12871
426,5210
426,19295
426,20764
426,30356
426,17741
426,26259
426,28991
426,6428
426,29605
426,22581
426,5139
426,25622
426,19359
426,1581
426,30016
426,268
426,22789
426,16241
426,2475
426,13685
426,5274
426,15653
426,29718
426,19386
426,20978
426,19317
426,13031
426,30135
426,15022
426,19669
426,8694
426,4196
426,497
426,23318
426,17656
426,19060
426,23122
426,18767
426,15492
426,17431
426,26212
426,14781
426,15433
426,17460
426,13053
426,28879
426,19251
426,17771
426,18006
426,17852
426,23959
426,18899
426,57
426,28720
426,18887
426,25690
426,32
426,12239
426,14014
426,17525
426,16307
426,13559
426,25109
426,12932
426,4110
426,13421
426,9410
426,13866
426,14023
426,15328
426,12764
426,30214
426,14043
426,18742
426,25407
426,2440
426,13652
426,16809
426,15286
426,2498
426,30626
426,18482
459,13590
459,30243
459,426
459,25993
459,27485
459,7026
459,515
459,7944
459,26582
459,1818
459,25407
459,28879
459,25555
459,6656
459,9605
459,25109
459,28456
459,16542
459,27993
459,16492
459,22666
459,320
459,1949
459,2146
459,19060
459,24131
459,19004
459,29855
459,20764
459,3253
459,17656
459,30674
459,19091
459,27932
459,17709
459,23461
459,3320
459,29698
459,28469
459,7980
459,5502
459,27525
459,6756
459,2440
459,1254
459,18788
459,24540
459,18899
459,16774
459,16640
459,30502
459,16875
459,17495
459,17171
459,27118
459,7242
459,7620
459,1556
459,7863
459,17477
459,23318
459,21809
459,19155
459,268
459,18967
459,18767
459,27364
459,5613
459,9676
459,4196
459,30995
459,19733
459,161
459,5951
459,10936
459,30356
459,20624
459,18332
459,14061
459,23541
459,27339
459,30956
459,18354
459,23146
459,17226
459,1744
459,20214
459,25653
459,18166
459,20897
459,11829
459,25303
459,11995
459,29623
459,23381
459,19424
459,29997
459,25520
459,28900
459,15701
459,5006
459,28157
459,15795
459,15551
459,15653
459,2498
459,4110
459,20356
459,25148
459,18868
459,15900
459,15286
459,25690
459,15871
459,16198
459,28802
459,29925
459,14390
459,10822
459,26259
459,29231
459,29979
459,23959
459,7708
459,23194
459,20082
459,9389
459,29423
459,16083
459,18563
459,26632
459,27261
459,930
459,9649
459,27218
459,9053
459,5730
459,28118
459,23347
459,300
459,7932
459,15850
459,14120
459,14527
459,15095
459,16457
459,18742
459,22397
459,16322
